82
t_index	 tf-idf
1000  0.10324938930587278
1014  0.07686959306246358
1299  0.03418480778889005
1415  0.1764978821801965
1779  0.04599053196773509
1900  0.07760640007584756
2155  0.09491038665591668
2223  0.07248669237919085
2626  0.23087133791754852
2787  0.1253562676316855
3083  0.12780078622202845
3132  0.2141916014322875
3140  0.10931237475685798
3771  0.0781050400216266
3784  0.06793421061579538
4313  0.09379346849482684
4870  0.07270609178909036
4879  0.0916466879364914
4889  0.06564821743104973
5032  0.09199679466116346
5178  0.07382099178392547
5229  0.11254462748999626
5265  0.1322284202663945
5315  0.04519393434358157
5329  0.16265632558452747
5463  0.13355067405696652
5658  0.11746239124094589
6130  0.15548389941336654
6180  0.15671329007486784
6330  0.10224817281710935
6356  0.12086410448884054
6529  0.13935634963295185
6904  0.056246931123693486
7143  0.16677348802805558
7297  0.038356474767513346
7679  0.047274353064589686
7965  0.058676407006498676
8064  0.17134900944024437
8066  0.10514109232983283
8226  0.12086410448884054
8451  0.08150242871846916
8790  0.12838375605215271
8874  0.04739307548998049
8917  0.07077239050538736
8995  0.22986013246251435
9641  0.089275982302955
9798  0.06125841774219259
9912  0.15277123868178494
10056  0.1416423428176975
10894  0.12086410448884054
11121  0.19317761866545752
11122  0.16074261812471508
11144  0.18427591060909676
11239  0.14410274611864704
11252  0.025230128154757843
11503  0.07270609178909036
11506  0.0693288286410805
11518  0.08766254837959452
12007  0.10100089023751138
12213  0.07912082723217534
12220  0.026857438715741953
12340  0.10815248212519576
12672  0.08830034862594578
12787  0.10920734227695503
12862  0.05962577125904714
12987  0.06620791711041153
13013  0.03418480778889005
13062  0.10867653114642448
13089  0.07735932851125377
13520  0.04408204795937344
13655  0.04894806600365612
13668  0.0629585477816142
13804  0.09684206977336496
13821  0.15891399299480843
13856  0.11878951574519224
14034  0.05312467308090221
14063  0.07496695145123039
14065  0.0439724945208703
14075  0.12780078622202845
14190  0.04963198169317809
14275  0.05099411065478751
14383  0.06244109074691432
