t_index	 term	df
12590  swear  6
12591  swearingin  5
12592  sweat  4
12593  sweater  3
12594  sweati  6
12595  sweatsoak  1
12596  swede  2
12597  sweden  5
12598  sweep  21
12599  sweet  3
12600  sweeten  1
12601  sweetheart  2
12602  swell  14
12603  swelter  1
12604  swenchoni  1
12605  swept  39
12606  swift  11
12607  swiftli  5
12608  swim  5
12609  swing  5
12610  swipe  1
12611  swirl  2
12612  swiss  16
12613  swissbas  1
12614  switch  20
12615  switzerland  25
12616  swivel  1
12617  swollen  2
12618  swoon  1
12619  swoop  1
12620  sword  1
12621  swore  3
12622  sworn  29
12623  swung  1
12624  sy  2
12625  sydney  10
12626  sylvest  1
12627  sylvia  1
12628  symbiones  4
12629  symbol  31
12630  symington  2
12631  symmetri  1
12632  sympath  2
12633  sympathet  8
12634  sympathi  8
12635  symphoni  1
12636  symptom  2
12637  sync  1
12638  syndic  1
12639  synonym  1
12640  syria  2
12641  syrian  6
12642  syrianborn  2
12643  syring  1
12644  system  82
12645  systemat  3
12646  t  4
12647  tabara  3
12648  tabl  18
12649  tableau  2
12650  tableaux  1
12651  tablecloth  2
12652  tabloid  2
12653  tabul  5
12654  tacitli  1
12655  tackl  4
12656  tacoma  1
12657  tactic  15
12658  tactician  2
12659  tadic  2
12660  taffeta  1
12661  tag  1
12662  taha  3
12663  taigon  1
12664  tail  1
12665  tailor  11
12666  tailspin  2
12667  taint  10
12668  taiwan  9
12669  taiwanes  2
12670  taiz  1
12671  take  340
12672  taken  128
12673  takeoff  1
12674  takeov  15
12675  taker  1
12676  takla  1
12677  talaja  2
12678  tale  5
12679  talent  8
12680  talib  1
12681  taliban  15
12682  talk  156
12683  talker  1
12684  talkshow  1
12685  tall  8
12686  tallahasse  1
12687  taller  4
12688  talli  15
12689  tamarin  4
12690  tame  7
12691  tamil  1
12692  tamme  1
12693  tampa  4
12694  tamper  3
12695  tan  2
12696  tanang  1
12697  tanasugarin  1
12698  tanasugarn  3
12699  tandem  1
12700  tangl  11
12701  tanja  1
12702  tanjug  13
12703  tank  25
12704  tanker  2
12705  tankmount  1
12706  tant  1
12707  tantal  1
12708  tantamount  1
12709  tantrum  1
12710  tanugu  1
12711  tanzania  37
12712  tap  9
12713  tape  20
12714  tar  2
12715  tarawa  2
12716  tardi  1
12717  target  67
12718  tariff  2
12719  tariq  2
12720  tarmac  12
12721  tarnish  2
12722  tarp  3
12723  tarpaulin  3
12724  task  43
12725  tass  1
12726  tast  5
12727  tatter  4
12728  taunt  1
12729  tawdri  1
12730  tawfiq  1
12731  tax  40
12732  taxevas  1
12733  taxi  6
12734  taxpay  2
12735  taxsav  3
12736  taxwrit  1
12737  taylor  2
12738  tea  9
12739  teach  8
12740  teacher  16
12741  team  119
12742  teammat  2
12743  tear  72
12744  tearga  5
12745  tech  1
12746  technic  24
12747  technician  15
12748  techniqu  4
12749  technocrat  1
12750  technolog  42
12751  technologyrel  1
12752  techsourc  2
12753  tecla  11
12754  ted  3
12755  teddi  1
12756  teem  3
12757  teen  2
12758  teenag  18
12759  teepl  1
12760  teeter  2
12761  teeth  2
12762  tefb  1
12763  tegla  1
12764  tekla  2
12765  tel  4
12766  telar  1
12767  telecommun  2
12768  teleconfer  2
12769  telephon  72
12770  televis  170
12771  televisa  1
12772  televison  1
12773  tell  108
12774  teller  7
12775  tello  2
12776  tem  1
12777  temblor  13
12778  tempel  1
12779  temper  4
12780  temperatur  10
12781  tempestu  1
12782  templ  8
12783  templat  1
12784  tempo  1
12785  temporari  13
12786  temporarili  10
12787  ten  77
12788  tenabl  1
12789  tenac  1
12790  tenaci  1
12791  tenant  3
12792  tend  11
12793  tendenc  4
12794  tender  4
12795  tenet  2
12796  tenn  8
12797  tennesse  11
12798  tenni  39
12799  tens  18
12800  tension  25
12801  tent  39
12802  tentacl  1
12803  tentdwel  3
12804  tenth  3
12805  tenur  9
12806  tenyear  2
12807  ter  1
12808  term  111
12809  termend  1
12810  termer  1
12811  termin  15
12812  termlimit  1
12813  tern  1
12814  terr  1
12815  terrain  2
12816  terrel  1
12817  terrenc  12
12818  terri  6
12819  terribl  28
12820  terribly  1
12821  terrif  2
12822  terrifi  9
12823  terrifng  1
12824  terrifyingli  1
12825  territori  22
12826  terror  102
12827  terrorist  203
12828  test  42
12829  testament  2
12830  testifi  25
12831  testili  1
12832  testimoni  19
12833  testu  1
12834  testud  9
12835  tethani  1
12836  tether  2
12837  tex  1
12838  texa  95
12839  texaswyom  1
12840  text  6
12841  textbook  1
12842  textil  4
12843  tfor  1
12844  th  1
12845  thaan  1
12846  thabo  3
12847  thaci  1
12848  thadani  1
12849  thaerz  1
12850  thahn  1
12851  thailand  2
12852  thakkar  4
12853  thakur  1
12854  than  4
12855  thanh  2
12856  thank  117
12857  thanksgiv  2
12858  thankyou  1
12859  that  146
12860  thatcher  1
12861  thaul  1
12862  the  257
12863  theater  5
12864  theaterintheround  2
12865  theeyear  1
12866  theft  2
12867  their  11
12868  them  153
12869  theme  7
12870  themselv  22
12871  then  42
12872  thenagricultur  2
12873  thenmissouri  1
12874  thenpresid  1
12875  thenu  3
12876  theodor  2
12877  theolog  2
12878  theoret  3
12879  theori  29
12880  theoriz  4
12881  thepaid  1
12882  therapi  1
12883  there  192
12884  thereaft  1
12885  therebi  2
12886  therefor  16
12887  therein  1
12888  therel  2
12889  therer  2
12890  theresa  1
12891  thermomet  2
12892  thescap  1
12893  these  22
12894  thesi  1
12895  thevenot  2
12896  they  73
12897  theyr  14
12898  theyv  3
12899  thi  164
12900  thick  15
12901  thicker  3
12902  thief  1
12903  thiessen  1
12904  thiev  6
12905  thigh  2
12906  thin  5
12907  thing  167
12908  thing99  1
12909  think  227
12910  thinker  1
12911  thinner  1
12912  third  124
12913  thirdhighest  1
12914  thirdlargest  5
12915  thirdli  1
12916  thirdparti  2
12917  thirdplac  1
12918  thirdround  1
12919  thirdseed  9
12920  thirdset  3
12921  thirdworld  1
12922  thirteen  3
12923  thirti  1
12924  thirtynin  6
12925  thirtysometh  1
12926  thirtythre  4
12927  thoma  18
12928  thompson  4
12929  thorbjoern  2
12930  thorbjorn  1
12931  thorn  1
12932  thornburgh  1
12933  thornel  1
12934  thorni  1
12935  thorough  3
12936  thoroughfar  3
12937  thoroughli  1
12938  those  4
12939  though  135
12940  thought  106
12941  thousand  156
12942  thrash  1
12943  thread  4
12944  threadbar  1
12945  threat  104
12946  threatcon  1
12947  threaten  46
12948  three  312
12949  threeday  16
12950  threefifth  1
12951  threefourth  1
12952  threegam  1
12953  threehour  4
12954  threejudg  1
12955  threeperson  1
12956  threequart  2
12957  threeroom  3
12958  threeset  8
12959  threesett  2
12960  threestori  6
12961  threetim  2
12962  threeway  1
12963  threeyearold  1
12964  threshold  2
12965  threw  16
12966  thrill  5
12967  thriller  1
12968  thrive  6
12969  throat  2
12970  throne  2
12971  throng  6
12972  through  13
12973  throughout  70
12974  throw  17
12975  throwback  2
12976  thrower  1
12977  thrown  24
12978  thrust  3
12979  thu  19
12980  thug  5
12981  thugocraci  2
12982  thumb  3
12983  thumbsup  3
12984  thunder  3
12985  thunderbird  1
12986  thurmond  1
12987  thursday  219
12988  thuzz  1
12989  thwart  5
12990  tia  2
12991  tiananmen  1
12992  tibet  2
12993  tick  3
12994  ticket  10
12995  tidal  2
12996  tide  7
12997  tie  97
12998  tiebreak  16
12999  tien  1
13000  tiffani  2
13001  tight  22
13002  tighten  11
13003  tighter  3
13004  tightest  2
13005  tightli  4
13006  tijan  3
13007  tilak  1
13008  tile  2
13009  till  5
13010  tilt  5
13011  tiltrotor  1
13012  tim  15
13013  time  477
13014  timelin  4
13015  timet  4
13016  timid  2
13017  timism  1
13018  timo  1
13019  timocka  1
13020  timothi  4
13021  tin  1
13022  tini  23
13023  tinker  1
13024  tinkl  1
13025  tiot  1
13026  tip  55
13027  tipper  2
13028  tipster  1
13029  tire  29
13030  tireless  1
13031  tirelessli  2
13032  tirm  2
13033  titl  50
13034  titleist  1
13035  titlist  2
13036  tito  6
13037  tl  1
13038  tnt  7
13039  to  82
13040  toadi  1
13041  toast  3
13042  toastst  1
13043  tobacco  3
13044  tod  2
13045  today  316
13046  todd  21
13047  toddler  3
13048  toe  3
13049  togeth  101
13050  togo  1
13051  tohouri  1
13052  toi  1
13053  toietnam  1
13054  toilet  3
13055  token  2
13056  tokov  1
13057  tokyo  25
13058  told  277
13059  toledo  15
13060  toler  12
13061  tolkach  1
13062  toll  78
13063  tollfre  2
13064  tolli  1
13065  tolstoy  1
13066  tom  42
13067  tomahawk  6
13068  tomato  2
13069  tomb  1
13070  tomic  2
13071  tomislav  1
13072  tommi  9
13073  tomorrow  41
13074  tomorrow99  1
13075  ton  37
13076  tone  16
13077  tong  1
13078  tongu  7
13079  toni  34
13080  tonig  2
13081  tonight  104
13082  tonugu  1
13083  too  52
13084  tooclosetocal  1
13085  took  216
13086  tool  21
13087  toopersist  1
13088  toothless  1
13089  top  167
13090  topic  1
13091  topmost  1
13092  topolev  2
13093  toppl  26
13094  toprank  1
13095  topsecret  7
13096  topseed  17
13097  torch  11
13098  tore  41
13099  tori  1
13100  torment  10
13101  torn  7
13102  torpedo  64
13103  torr  1
13104  torricelli  1
13105  torso  1
13106  tortilla  1
13107  tortur  14
13108  toscap  1
13109  toss  14
13110  tossup  3
13111  total  75
13112  totalitarian  1
13113  tote  2
13114  totter  1
13115  touch  37
13116  touchdown  1
13117  touchi  2
13118  tough  32
13119  toughen  1
13120  tougher  2
13121  toughest  2
13122  toughfought  1
13123  tour  45
13124  tourism  1
13125  tourist  12
13126  tournament  51
13127  tout  2
13128  tow  18
13129  toward  99
13130  towel  1
13131  tower  21
13132  town  111
13133  townhallstyl  2
13134  townsend  1
13135  townspeopl  2
13136  towntotown  1
13137  toy  3
13138  trace  13
13139  tracey  1
13140  traci  1
13141  track  47
13142  trade  72
13143  trader  11
13144  tradit  45
13145  traffic  24
13146  traffick  22
13147  tragedi  48
13148  tragic  15
13149  trail  45
13150  trailer  13
13151  train  50
13152  trainer  14
13153  traips  1
13154  trait  1
13155  traition  1
13156  traitor  1
13157  trajkov  1
13158  trampl  2
13159  tran  7
13160  trang  1
13161  tranquil  6
13162  transact  6
13163  transcend  1
13164  transcript  6
13165  transfer  27
13166  transform  6
13167  transit  45
13168  translat  21
13169  transmiss  2
13170  transmit  1
13171  transmitt  1
13172  transnat  1
13173  transpar  13
13174  transpir  3
13175  transport  53
13176  traor  1
13177  trap  69
13178  trash  13
13179  trauma  7
13180  traumat  1
13181  travail  1
13182  travel  70
13183  travelg  1
13184  travesti  2
13185  tray  1
13186  tread  1
13187  treason  2
13188  treasur  5
13189  treasuri  2
13190  treat  39
13191  treati  7
13192  treatment  34
13193  trebjesanin  1
13194  tredway  1
13195  tree  13
13196  treeless  1
13197  trek  2
13198  trembl  1
13199  tremend  8
13200  tremor  23
13201  trench  1
13202  trenchantli  1
13203  trenchcoat  1
13204  trend  15
13205  trent  7
13206  tri  324
13207  triag  1
13208  trial  82
13209  triangl  1
13210  tribal  10
13211  tribe  9
13212  tribesmen  1
13213  tribespeopl  1
13214  tribun  30
13215  tribut  12
13216  trichovich  1
13217  trick  13
13218  tricki  6
13219  trickl  4
13220  tricov  1
13221  trident  1
13222  trigger  23
13223  trillion  1
13224  trilliondollar  1
13225  trim  12
13226  trio  1
13227  trip  83
13228  tripl  2
13229  triplelay  2
13230  triplett  1
13231  tripoli  1
13232  tripp  1
13233  triumph  15
13234  trivedi  1
13235  troop  67
13236  trooper  5
13237  trophi  2
13238  trophyhunt  1
13239  tropic  1
13240  trot  2
13241  troubl  64
13242  troublemak  1
13243  troublesom  2
13244  trounc  1
13245  troup  1
13246  trove  1
13247  truce  3
13248  truck  64
13249  truckbomb  3
13250  trucker  2
13251  truckload  5
13252  true  34
13253  truecrim  2
13254  truer  1
13255  truli  16
13256  truman  5
13257  trumpet  4
13258  trundl  1
13259  trust  26
13260  trustworthi  1
13261  truth  21
13262  tshirt  9
13263  tsvangirai  1
13264  tu  1
13265  tube  11
13266  tuck  3
13267  tucker  1
13268  tudela  10
13269  tudjman  3
13270  tuesday  164
13271  tug  4
13272  tugboat  1
13273  tull  7
13274  tumb  1
13275  tumbl  7
13276  tumult  2
13277  tumultu  5
13278  tuna  1
13279  tune  6
13280  tuneup  3
13281  tungata  1
13282  tunisia  1
13283  tunnel  5
13284  tupac  4
13285  turban  1
13286  turbin  3
13287  turbul  4
13288  tureen  1
13289  turf  1
13290  turk  2
13291  turkey  17
13292  turkish  2
13293  turmoil  16
13294  turn  179
13295  turnaround  2
13296  turncoat  1
13297  turner  1
13298  turnout  27
13299  turnov  7
13300  tusca  1
13301  tussl  1
13302  tutori  1
13303  tuxedo  1
13304  tv  59
13305  twa  1
13306  twelfth  1
13307  twelv  2
13308  twenti  7
13309  twice  42
13310  twig  1
13311  twin  6
13312  twinengin  8
13313  twist  21
13314  two  569
13315  twoandahalf  1
13316  twobytwo  3
13317  twocandid  2
13318  twocar  1
13319  twochild  1
13320  twoday  5
13321  twohour  5
13322  twoinch  1
13323  twopag  4
13324  twoparti  1
13325  twopiec  2
13326  tworepubl  1
13327  twosetstonon  1
13328  twostep  1
13329  twostori  2
13330  twoterm  10
13331  twothird  5
13332  twotim  8
13333  twoway  4
13334  twoweek  2
13335  twoweeklong  1
13336  twoyear  7
13337  twoyearold  1
13338  tyner  1
13339  type  23
13340  typewrit  1
13341  typhu  1
13342  typic  6
13343  typifi  1
13344  typograph  2
13345  tyranni  3
13346  tyrant  2
13347  tyson  5
13348  tysyacheletiy  1
13349  u  2
13350  u2  2
13351  ueno  2
13352  ufwet  1
13353  ugaz  3
13354  ugli  3
13355  uhhuh  1
13356  uk  1
13357  ulihrach  2
13358  ultim  31
13359  ultimatum  3
13360  ultra  1
13361  ultralight  3
13362  ultramodern  2
13363  ultranationalist  3
13364  umbil  1
13365  umbrella  2
13366  umesh  1
13367  umpir  6
13368  un  37
13369  unabl  24
13370  unaccept  7
13371  unaccount  12
13372  unaccountedfor  2
13373  unambigu  1
13374  unanim  6
13375  unannounc  4
13376  unansw  4
13377  unapologet  1
13378  unarm  5
13379  unattend  1
13380  unauthor  3
13381  unavoid  2
13382  unawar  3
13383  unbalanc  1
13384  unbear  1
13385  unbeaten  1
13386  unbeliev  6
13387  unbias  2
13388  unborn  1
13389  unbridl  1
13390  unbroken  2
13391  uncal  1
13392  uncanni  1
13393  unceasingli  1
13394  uncertain  14
13395  uncertainti  12
13396  unchalleng  3
13397  unchang  6
13398  uncharacterist  2
13399  uncharismat  1
13400  uncheck  4
13401  uncl  9
13402  unclaim  2
13403  unclassifi  3
13404  unclear  27
13405  uncoil  1
13406  uncollect  1
13407  uncomfort  2
13408  uncommit  2
13409  uncommon  1
13410  unconcern  1
13411  uncondit  4
13412  unconfirm  3
13413  unconsci  2
13414  unconstitut  2
13415  unconvinc  1
13416  uncork  1
13417  uncorrupt  1
13418  uncount  1
13419  uncov  14
13420  uncrit  1
13421  undaunt  1
13422  undecid  8
13423  undef  1
13424  undemocrat  3
13425  under  1
13426  underachiev  1
13427  underag  4
13428  undercov  1
13429  undercut  9
13430  underdog  1
13431  underestim  5
13432  undergo  7
13433  undergon  1
13434  underground  6
13435  underli  3
13436  underlin  3
13437  undermin  14
13438  underneath  7
13439  underpaid  1
13440  underscor  14
13441  undersea  1
13442  undersecretari  2
13443  undersecretarygener  3
13444  undersheriff  2
13445  understaf  1
13446  understand  55
13447  understat  1
13448  understood  11
13449  understudi  1
13450  undertak  5
13451  undertaken  6
13452  underton  1
13453  undertook  1
13454  underw  5
13455  underwat  21
13456  underway  9
13457  underwood  1
13458  underworld  3
13459  undescrib  1
13460  undeserv  2
13461  undetect  6
13462  undisclos  2
13463  undisput  2
13464  undisturb  1
13465  undivid  1
13466  undo  1
13467  undon  1
13468  undoubtedli  3
13469  undu  2
13470  unduli  2
13471  unearth  4
13472  uneasi  8
13473  unelect  1
13474  unemploy  5
13475  unenforc  1
13476  unequivoc  2
13477  uner  2
13478  unesco  1
13479  unexpect  9
13480  unexpectedli  4
13481  unexpir  1
13482  unexplain  4
13483  unexplod  4
13484  unfair  13
13485  unfairli  4
13486  unfamiliar  4
13487  unfathom  2
13488  unfaz  3
13489  unfett  9
13490  unfinish  4
13491  unfit  15
13492  unflatt  1
13493  unfold  12
13494  unforc  12
13495  unfortun  17
13496  unfound  3
13497  unfurl  1
13498  ungovern  2
13499  unhappi  4
13500  unharm  5
13501  unheard  1
13502  unhelp  1
13503  unhurt  1
13504  unicef  1
13505  unidentifi  15
13506  unif  2
13507  unifi  12
13508  uniform  24
13509  unilater  1
13510  unimagin  3
13511  unimpos  1
13512  uninform  1
13513  uninhabit  1
13514  unintellig  1
13515  unintend  1
13516  union  59
13517  unionist  2
13518  unionl  1
13519  uniqu  3
13520  unit  375
13521  uniti  23
13522  univers  65
13523  univis  3
13524  unjust  3
13525  unjustifi  7
13526  unjustli  1
13527  unknowingli  1
13528  unknown  38
13529  unlaw  1
13530  unleash  5
13531  unless  14
13532  unlevel  1
13533  unlik  31
13534  unlimit  2
13535  unload  11
13536  unman  1
13537  unmark  1
13538  unmistak  2
13539  unnam  4
13540  unnecessari  6
13541  unnot  1
13542  unoffici  5
13543  unpack  1
13544  unpalat  1
13545  unpolish  1
13546  unpopular  7
13547  unpreced  27
13548  unprecedentedli  1
13549  unpredict  4
13550  unpretenti  2
13551  unprint  1
13552  unprotect  4
13553  unpunish  1
13554  unquestion  1
