352
t_index	 tf-idf
10  0.017898674143347462
84  0.047195660026765195
126  0.027448740512109385
312  0.026949660963690968
317  0.028160032500597083
323  0.03046449258868594
616  0.035015615629773976
720  0.025598754488017437
764  0.03830510787212333
783  0.047195660026765195
816  0.025598754488017437
949  0.03323257018636021
983  0.05422597299825563
997  0.018973754780960108
1005  0.04023446129817823
1035  0.029999553653049946
1066  0.02834693235875748
1112  0.030198529206084554
1150  0.028160032500597083
1167  0.024423312944155614
1189  0.025460365204835345
1195  0.03951547940902945
1227  0.04884828132105766
1255  0.04612221333633641
1274  0.020193723271624442
1308  0.02235180355999082
1316  0.10174185263492362
1321  0.028537767238459123
1375  0.034259817879315035
1394  0.028732706407104742
1416  0.05162974025015035
1418  0.037237484513399345
1483  0.0314680528412574
1486  0.015594214055258605
1508  0.050648114085077946
1630  0.015594214055258605
1631  0.04170144994087044
1644  0.0241815833660167
1646  0.02027086690302836
1659  0.03291449116496138
1718  0.03356221822270273
1720  0.03356221822270273
1738  0.047195660026765195
1750  0.017100041502041398
1779  0.010133700372399896
1900  0.017100041502041398
1930  0.0241815833660167
1961  0.02042715218803136
2044  0.05715383554013105
2321  0.03390430870709082
2375  0.029999553653049946
2395  0.01959912838229774
2427  0.0203486727196229
2467  0.03387538219343967
2521  0.021877123277927842
2590  0.02001595921114948
2604  0.013910814048955205
2739  0.028732706407104742
2741  0.037237484513399345
2827  0.030954575290730105
2840  0.0314680528412574
2895  0.015594214055258605
2926  0.037237484513399345
3057  0.026632438319257008
3178  0.012894546759496871
3186  0.04884828132105766
3190  0.023492822639386023
3201  0.030954575290730105
3229  0.029999553653049946
3275  0.05037953666970448
3297  0.18600076566919554
3299  0.029557303895663595
3345  0.06375524902977063
3379  0.08442107057889428
3405  0.03674740181135517
3437  0.05087092631746181
3443  0.047892266387449936
3466  0.02934401589083744
3481  0.0089043591976434
3482  0.04579838863169868
3484  0.03889010580769181
3486  0.02934401589083744
3492  0.015876029146943315
3546  0.036282462875719186
3572  0.027279309000033492
3576  0.019966155118940593
3606  0.03584021311833283
3655  0.020586179459587187
3796  0.02360404270933688
3802  0.05715383554013105
3808  0.016725650504264455
3836  0.018451923107830216
3839  0.019966155118940593
3848  0.04579838863169868
3866  0.042565372098388427
3890  0.09868666427224346
3891  0.03194389758624129
4040  0.023274394672994355
4048  0.04458801709479257
4076  0.02430164236594919
4168  0.03174327442750459
4301  0.023382950724710635
4304  0.03674740181135517
4317  0.03830510787212333
