200
t_index	 tf-idf
12  0.06371439930287585
13  0.07090853907259295
338  0.05324860968340513
484  0.08011250905293585
575  0.08133599216034892
598  0.13054684104630396
636  0.04758069284122859
701  0.05776826483918789
762  0.07090853907259295
810  0.1274287986057517
817  0.07323276137216872
837  0.11953333175315102
1095  0.12274199809342017
1235  0.09735360412854022
1249  0.1481509031850892
1292  0.03599335495933534
1311  0.05740716042646549
1333  0.02211622770134258
1353  0.03401912552625655
1475  0.052682674866863496
1544  0.033811938671953555
1575  0.03954240063345844
1586  0.033203627385808156
1750  0.035763565376481794
1776  0.08264391820681462
2000  0.025057065359397043
2467  0.10627206187631982
2504  0.09690490283321182
2576  0.1326736059865561
2590  0.02093100375620376
2695  0.03401912552625655
2763  0.04890383960988685
2777  0.0779857441126837
2899  0.05240591946302928
2976  0.051337613826207155
3147  0.09646144962661006
3481  0.05586857182701809
3696  0.03718603804620819
3714  0.044811155397561094
3751  0.03321401785385257
3771  0.03599335495933534
3784  0.06261260876121492
3954  0.06322197139685856
3964  0.07019308025913772
4034  0.06601023735397256
4100  0.050574125069470795
4436  0.03422860178439935
4437  0.033404236754887316
4446  0.043564679675476885
4635  0.026682982032836745
4711  0.135148215723898
4719  0.04779490312573447
4789  0.023862007203075162
4804  0.056027831627141464
4870  0.033505343173067186
4984  0.03103740046103227
4990  0.034440418607823535
5036  0.0439125317923276
5063  0.04960173713586814
5114  0.04674726595280956
5240  0.058894778893883275
5290  0.03077225755892254
5295  0.05537406310070732
5371  0.029254855254314042
5375  0.028774895226728686
5384  0.10216283406948838
5498  0.05032631227961325
5501  0.06421996015605673
5665  0.02565056313838218
5742  0.032042606965785925
5854  0.08133599216034892
5872  0.08925598121156567
5879  0.054742090964685165
5918  0.06322197139685856
6161  0.0563633697400045
6163  0.067574107861949
6187  0.04748096987553016
6291  0.06819571792694387
6295  0.042887557393736404
6323  0.07090853907259295
6330  0.04711929956287903
6378  0.04779490312573447
6394  0.027040005927127807
6399  0.024992253643371928
6515  0.041915169460133746
6696  0.049984507286743855
6723  0.316096049201181
6746  0.06950364397340957
6786  0.07316063703465206
6811  0.0412935593951389
6902  0.06582294910026856
6962  0.023321188669058027
7298  0.07495735053108023
7335  0.06950364397340957
7338  0.028229880855722846
7501  0.050081697163453495
7508  0.014747337192240086
7565  0.049089343552942206
7575  0.031396793375674484
7697  0.036941422930048436
7726  0.03646146290246308
7767  0.1418170781451859
7933  0.0627420113692732
7962  0.03242176777426568
7965  0.027040005927127807
8007  0.06568544263788473
8112  0.10707608277786063
8143  0.026682982032836745
8182  0.05240591946302928
8349  0.040544157137570626
8370  0.03310411320205724
8451  0.03755898269944569
8572  0.03926564522962421
8587  0.08902255983608331
8618  0.031216245263622357
8775  0.022680477938998994
8800  0.10707608277786063
8823  0.03130630438060746
8833  0.04890383960988685
8846  0.0932527832863409
8874  0.021840278018590252
9000  0.050081697163453495
9039  0.056566399298791675
9126  0.04069168635272068
9236  0.036343347825832324
9312  0.08320363346256023
9348  0.03476264860608427
9415  0.07019308025913772
9454  0.06819571792694387
9482  0.08133599216034892
9526  0.028774895226728686
9642  0.03103301183338575
9659  0.0563633697400045
9731  0.054742090964685165
9776  0.09870648984401156
9904  0.05928566714379639
9912  0.03520098971800201
9973  0.023144290883398446
10168  0.11184676407741663
10223  0.04099023438853571
10270  0.19032277136491435
10335  0.045182881199190984
10649  0.053831960586125736
10710  0.03808726168193807
10730  0.08577511478747281
10738  0.045562042007670736
10856  0.19156838488043937
10988  0.15176457120535652
11046  0.10886766725708792
11239  0.033203627385808156
11244  0.05296353049964687
11255  0.1537093470725618
11293  0.057052806025732664
11306  0.08556621561060651
11356  0.03859093314539158
11375  0.07245192823318641
11506  0.031948989943573376
11525  0.06819571792694387
11533  0.028153285161733838
11558  0.13900728794681913
11651  0.060092487138763674
11788  0.0491336291927404
11875  0.06371439930287585
12066  0.11184676407741663
12134  0.05740716042646549
12213  0.07292292580492617
12220  0.024753570953337398
12234  0.04175784566534322
12304  0.061706742016751914
12389  0.04845245141660591
12403  0.046952212905358615
12420  0.05740716042646549
12555  0.05776826483918789
12589  0.07896322333367362
12740  0.08011250905293585
12741  0.04207380978733721
12801  0.06322197139685856
12842  0.10639305751974597
12941  0.07388284586009687
12973  0.05213314628974692
13045  0.023559649781439516
13049  0.045182881199190984
13058  0.026056808865527786
13062  0.10016339432690699
13075  0.06421996015605673
13081  0.13388397181734848
13206  0.04617137976637629
13314  0.012410073296411224
13655  0.011278434232635571
13804  0.04462799060578283
13950  0.045562042007670736
13995  0.04373780789675382
14021  0.043054584099520544
14034  0.024481585500373684
14080  0.030252844013512217
14111  0.04255785502309966
14174  0.05296353049964687
14285  0.02846154249787505
14412  0.04823072481330503
14462  0.06950364397340957
