195
t_index	 tf-idf
78  0.021440721188755566
150  0.04809604699259091
193  0.020224139234084275
318  0.039116009847724176
320  0.036110560239999236
325  0.027072156422062055
337  0.036110560239999236
481  0.030357379243985582
703  0.04743604742443058
890  0.02859832391542269
938  0.06012155752495437
977  0.024517566522510963
997  0.07251080007447397
1000  0.028981127444120746
1077  0.036601989677074405
1087  0.032609714317920736
1299  0.01919070471686059
1301  0.04621946546975928
1333  0.013470867600322501
1422  0.01646991271183929
1544  0.020594658153770977
1681  0.014721361029891604
1717  0.01682660049799994
1770  0.05312259898626718
1978  0.022876961206016254
2000  0.015262114971287544
2105  0.11697426850059527
2155  0.026640448238364978
2185  0.041159002001185205
2198  0.04364286059899554
2244  0.08413300248999969
2590  0.025497908969761358
2645  0.022280862458954092
2706  0.1515156687182186
2740  0.024429757362439956
2777  0.023750334999282422
2785  0.04411422600165095
2840  0.04008648990227148
3140  0.015341475069953729
3257  0.05414431284412411
3339  0.04743604742443058
3368  0.01801805328300723
3388  0.025245167740975825
3492  0.020224139234084275
3539  0.03587247244617616
3568  0.05414431284412411
3784  0.07627396264164137
3808  0.021306453990984468
3839  0.07630339375621344
3840  0.022725026791543316
3963  0.018169655227492577
4040  0.0296487612928258
4041  0.04565609281612923
4192  0.038808075628151445
4355  0.035410536892067114
4437  0.020346329251601843
4457  0.02487563704063187
4473  0.02978704856127889
4515  0.027182653427032768
4594  0.07776523710710757
4795  0.026962706797826176
4845  0.17502480874995907
4870  0.020407912591728205
4889  0.018426833985548664
4903  0.038808075628151445
4943  0.02091277328413105
4949  0.026746871562255067
4954  0.04460565543872611
5046  0.09566591830620243
5107  0.040092381230939195
5128  0.018850619123113956
5156  0.010712842110518393
5375  0.03505324769186412
5495  0.03142871590112715
5653  0.0808107333871299
5706  0.04681174138980315
5719  0.02524482481704392
5756  0.032609714317920736
5877  0.020103228716695808
5879  0.033343094017128365
5982  0.026746871562255067
6068  0.06012155752495437
6147  0.02951211059852374
6180  0.02199396946742462
6292  0.028227804995735985
6626  0.06222679699306271
6671  0.02612256552762765
6696  0.015222638526329843
6727  0.030357379243985582
6728  0.07270732154981054
6784  0.028473491900661407
6786  0.022280862458954092
6904  0.04736394540041283
6912  0.16800319920743328
7019  0.037652427054477515
7103  0.027406871130415397
7160  0.09891174814681629
7189  0.3648252423431186
7193  0.36403533812739086
7297  0.02153259967962402
7422  0.056799736102174744
7438  0.11697426850059527
7471  0.06012155752495437
7496  0.10489720214924055
7501  0.06100894969962479
7508  0.00898251860383578
7549  0.15714357950563573
7575  0.03824721397788091
7577  0.019924204217396935
7618  0.05211789176330266
7679  0.026538927933887645
7732  0.018796787562196094
7962  0.05924373907070362
8005  0.16266939369423297
8007  0.04000862683240545
8228  0.018689871530708342
8540  0.04967417107387506
8699  0.025245167740975825
8775  0.013814549187777789
8808  0.026021719044658945
8823  0.01906849066041034
8864  0.057996832270030184
8885  0.017769724380838098
8934  0.07823201969544835
8970  0.03711526746296375
9060  0.023345140831605445
9090  0.03685577679201511
9111  0.03095735049847174
9202  0.014280844938430397
9273  0.026021719044658945
9289  0.0296487612928258
9300  0.018743205800603353
9530  0.03353395536923549
9629  0.1872469655592126
9642  0.03780405947090184
9659  0.03433060563169788
9678  0.02653499683054829
9706  0.04879607034052303
9747  0.040092381230939195
9798  0.017194658714661182
9827  0.04364286059899554
9895  0.22175885274432913
10007  0.06812522328660608
10176  0.06668618803425673
10177  0.1353567996738464
10212  0.022280862458954092
10301  0.018904702823410214
10481  0.027635529075692108
10508  0.023505516311125206
10657  0.051193650711987906
10659  0.01388453030442841
10674  0.030357379243985582
10726  0.06130693703158064
10977  0.033728024624934086
11141  0.009395345567974204
11196  0.16266939369423297
11252  0.021245575331735524
11281  0.030212133946455853
11331  0.15358095213596373
11403  0.05719664783084538
11405  0.024085049707635767
11422  0.09487209484886117
11469  0.05312259898626718
11503  0.020407912591728205
11506  0.019459946755195755
11512  0.017918079940717476
11578  0.0808107333871299
11711  0.04545005358308663
11789  0.023030921472313025
12213  0.044416936369608286
12270  0.049541286892538915
12570  0.0471730943245646
12671  0.01350477907522031
12825  0.045118933224615465
12826  0.16444122678249237
12883  0.020103228716695808
12939  0.024170266691491322
12940  0.026962706797826176
12941  0.022500809088160684
13142  0.03142871590112715
13186  0.0808107333871299
13206  0.01406136146173127
13208  0.2992701207984791
13314  0.02267671366163023
13520  0.012373414104404568
13655  0.006869629682712828
13818  0.06668618803425673
14041  0.018118899765975936
14136  0.019574272925813655
14190  0.04179368410092224
14285  0.017335762493824944
14376  0.009355782584382731
14383  0.01752662384593206
14392  0.02185315249167621
14403  0.11540844412145361
